"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.005152,0.007728,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.005,0.006,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,44.3333,55.4444,61.3333,9.6283,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,2.8,6.2,10.3,2.8,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.014168,0.015456,0.018032,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",8,0.054,0.074,0.104,0.017,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.0183,0.0227,0.0293,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.007,0.008,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,60.2,60.4,60.6,0.282,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.571,9.964,11.357,1.969,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,6.233,7.319,9.8,1.35,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.633,9.1,9.566,0.66,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,4.516,7.266,8.7,1.599,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.015,0.0181,0.0213,0.0044,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.383,10.386,11.325,0.972,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,6.9,8.525,9.95,1.383,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.01,0.014,0.02,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.01,0.01,0.01,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.75,10.75,10.75,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.04,0.052,0.067,0.01,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,71,86.937,97.5,9.084,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.1,9.1,9.1,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.00644,1.021384,2.8014,1.2,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,4.46,7.714,10.566,1.936,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.010304,0.016744,0.007,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.002576,0.011592,0.024472,0.007,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,84.454,85.277,86.1,1.163,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",1,12,12,12,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65.222,70.333,75.444,7.228,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.29,8.03,8.77,1.046,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",3,77,81,85,4,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.068,0.096,0.13,0.025,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,68.25,73.958,79.666,8.072,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,52,55,58,4.242,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.032,0.068,0.112,0.033,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.027048,0.05796,0.094024,0.023,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.015,0.018,0.023,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,10.75,11.77,12.75,0.872,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.01,0.013,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,76.375,81.544,85.214,3.786,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,7,8.558,9.925,1.318,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,50.6,71.533,86.4,13.2015,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.01288,0.091448,0.170016,0.086,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,29,69.333,92,35.019,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.002,0.002,0.003,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,81.272,86.348,95.5,7.941,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0028,0.0028,0.0028,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.013,0.016,0.02,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",15,8.52,9.804,11.275,0.996,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.005,0.006,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",6,0.002576,0.007728,0.01288,0.003,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,69.571,74.785,80,7.374,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4,7.475,10.95,4.9144,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,34.111,59.597,103,21.898,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,4.3,5.946,8.233,1.786,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.35,9.1375,9.7,0.6169,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,45.2,64.133,85,19.97,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.028,0.031,0.034,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.95,6.216,7.483,1.791,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,72.636,79.318,86,9.449,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",7,0.005,0.006,0.009,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.01,0.01,0.01,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.041216,0.068264,0.105616,0.026,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.009016,0.009016,0.009016,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.92,9.23,10.54,1.852,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,7.24,8.5783,10.2333,1.2361,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,92,92,92,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",12,0.059,0.085,0.139,0.024,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,8.7,8.7,8.7,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.032,0.053,0.074,0.029,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.425,10.328,11.021,0.818,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,52.25,71.8,89.5,14.09,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.018,0.02,0.024,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65.166,78.683,92.2,19.115,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,90,92.75,99,4.272,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.026,0.039,0.066,0.018,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.005,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.046,0.0564,0.07,0.0097,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,1,1,1,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.015,0.015,0.015,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,4.5,5.673,7.675,1.43,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",7,0.012,0.015,0.017,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,72.4286,88.3333,95.7143,8.8584,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.5,10.5,10.5,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,86.933,88.766,90.6,2.592,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.45,9.68,12.55,1.6657,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.114,9.857,10.6,1.05,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,52.111,59.88,69.2,7.256,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.46,7.336,8.1,0.825,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,63.25,72.687,83,8.332,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.055,0.07,0.086,0.022,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,71.777,76.707,81.636,6.971,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,4,4,4,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,44.5,69.8333,83.5,21.9621,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.020608,0.03864,0.056672,0.014,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,6,6,6,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0118,0.0118,0.0118,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.033,0.037,0.045,0.006,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,70.8,75.533,85,8.198,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,67.285,74.595,79.5,6.452,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,38,42.437,46.875,6.275,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.166,9.454,10.575,0.993,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.028336,0.14168,0.323288,0.123,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0223,0.0293,0.0363,0.0099,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,5.066,7.422,9.833,1.843,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.033488,0.033488,0.033488,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.725,9.93,11.136,1.705,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.004,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.005,0.006,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.7,9.7,9.7,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,10.18,10.18,10.18,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.014,0.016,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,96.4,96.4,96.4,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.545,8.418,9.29,1.234,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.028336,0.132664,0.236992,0.114,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,56.555,57.09,57.625,0.756,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",9,0.015,0.046,0.138,0.037,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,25,25,25,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,50.5,64.75,79,20.152,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.7545,7.7545,7.7545,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.333,8.277,9.25,0.958,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,25,25,25,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,64.857,65.571,66.285,1.01,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.003864,0.003864,0.003864,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.43,9.165,9.9,1.039,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0028,0.0028,0.0028,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.007,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,60,60,60,NA,"SFS 3040"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.008,0.001,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,7.4,8.875,10.7,1.3647,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,7.5,10.8167,12.6,1.7214,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,10.736,11.031,11.327,0.417,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,84.833,84.833,84.833,NA,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",9,0.004,0.005,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.018,0.021,0.024,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",13,14.4,54.769,91.2,29.466,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.023,0.027,0.031,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6,7.23,8.1,0.775,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.005152,0.005152,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,1,60.023,80.333,28.85,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.966,9.093,10.22,1.593,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,80.071,81.202,82.333,1.599,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.022,0.038,0.053,0.011,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",6,90,93.1667,96,3.1252,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.425,5.8,6.475,0.5858,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.052,0.055,0.059,0.002,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,7,7.15,7.3,0.212,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,83.7143,91.5143,95.7143,4.7117,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0673,0.0673,0.0673,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.012,0.014,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.052,0.057,0.065,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.971,7.2,8.428,1.737,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.008,0.009,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.005152,0.043792,0.114632,0.036,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,71.5,71.5,71.5,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.983,10.525,13.066,3.594,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.933,6.15,7.366,1.72062,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,10.28,10.471,10.7,0.212,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.585,9.635,9.685,0.07,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.02,0.027,0.01,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,5.63,5.63,5.63,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,12.0222,12.0222,12.0222,0,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75,76.634,78.269,2.311,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,79.615,87.666,97.846,6.479,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,5.725,7.3158,8.75,1.0671,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.633,7.977,8.376,0.374,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,77,81.25,87,4.6458,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,6.483,8.643,11.2,1.78,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.662,7.412,8.162,1.06,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.003,0.003,0.003,0,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,4,45.5,87,58.689,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",8,0.009016,0.054096,0.26404,0.066,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,54,54,54,0,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.013,0.015,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.041216,0.0464968,0.0562856,0.0066,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.007728,0.01288,0.018032,0.005,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.175,8.9625,9.75,1.1137,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,66.5,77.568,91.142,9.907,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,3.744,5.515,7.2,1.37,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,29.833,51.791,81.333,22.154,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.25,8.75,9.6,0.6285,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.227,9.095,9.963,1.227,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",5,7.88,10.918,13.4,1.995,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",11,8.5,9.8,11.488,0.943,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,69.25,82.833,91.75,9.65,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.166,76.083,82,8.367,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,8.6,15.3,22,9.475,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,57,57,57,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.24,7.24,7.24,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.833,9.306,9.78,0.669,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.833,7.966,10.1,3.017,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58,67.5,77,13.435,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.018,0.018,0.018,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.004,0.006,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.333,8.936,11.4,2.165,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.022,0.0225,0.023,7e-04,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",11,0.006,0.009,0.011,0.001,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,8.2,9.725,10.4,1.0308,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.757,6.985,8.214,1.737,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.007,0.008,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,9.523,10.477,11.428,0.886,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,81,85.5,95,6.6081,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,78.777,82.333,85.888,5.028,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0053,0.0072,0.009,0.0019,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0212,0.0212,0.0212,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,79.09,81.727,84.363,3.728,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.95,7.583,9.55,1.823,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",7,0.036064,0.07084,0.121072,0.027,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.003864,0.005152,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.020608,0.034776,0.050232,0.015,"SFS 3032 + EN ISO 11732"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",5,10.2,10.75,11.3,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,22,34.333,58,16.096,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0695,0.0695,0.0695,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.0325864,0.0325864,0.0325864,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.9,7.158,7.35,0.232,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66.166,67.25,68.333,1.532,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.014168,0.020608,0.027048,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.008,0.009,0.01,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0123,0.0123,0.0123,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",7,0.022,0.032,0.048,0.009,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,7.7,9.45,11.733,1.296,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.052808,0.068264,0.082432,0.016,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,5.583,6.855,8.825,1.333,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,3.64,3.64,3.64,0,"EN 25813:1992"
